0.2,HeartMaxFallSpeed,0,,,,,,,,,
0,CombatZoneResize,241,226,650,391,,,,,,
0,CombatZoneSpeed,900,,,,,,,,,
0.8,SansBody,HandRight,,,,,,,,,
0,SansSlam,0,,,,,,,,,
0,HeartMaxFallSpeed,300,,,,,,,,,
0,CombatZoneResize,-10,236,650,381,,,,,,
0,CombatZoneSpeed,900,,,,,,,,,
0.46666,SansRepeat,,,,,,,,,,
0,sanstorso,Default,,,,,,,,,
0.2,HeartMaxFallSpeed,-300,,,,,,,,,
0.46666,HeartMaxFallSpeed,0,,,,,,,,,
1,SET,Looop,44,,,,,,,,
0,SUB,Looop,$Looop,1,,,,,,,
0,SET,BoneTY,266,,,,,,,,
0,RND,BoneTYADD,95,,,,,,,,
0,ADD,BoneTY,$BoneTY,$BoneTYADD,,,,,,,
0,RND,BoneTYANSE,3,,,,,,,,
0,BoneT,670,$BoneTY,50,50,180,600,0,2,$BoneTYANSE,
0.3666,JMPNZ,84,$Looop,,,,,,,,
1,SET,jjjj,15,,,,,,,,
0,SUB,jjjj,$jjjj,1,,,,,,,
0,SET,io,30,,,,,,,,
0,SET,io2,292,,,,,,,,
0,SET,io3,83,,,,,,,,
0,RND,jia,60,,,,,,,,
0,ADD,io,$io,$jia,,,,,,,
0,ADD,io2,$io2,$jia,,,,,,,
0,SUB,io3,$io3,$jia,,,,,,,
0,RND,BoneVYanse,2,,,,,,,,
0,SET,Yanse,1,,,,,,,,
0,ADD,Yanse,$Yanse,$BoneVYanse,,,,,,,
0,bonev,700,242,$io,2,600,0,,,,
0,bonev,700,$io2,$io3,2,600,0,,,,
0,BoneVV,950,308,130,180,600,0,0,0,$Yanse,
1,JMPNZ,92,$jjjj,,,,,,,,
1,HeartMaxFallSpeed,20,,,,,,,,,
0.2,DIV,Deg,180,$pi,,,,,,,
0,SET,I,0,,,,,,,,
0,DIV,Ang,$I,2,,,,,,,
0,MUL,Ang,$Ang,$Deg,,,,,,,
0,SIN,Sine,$Ang,,,,,,,,
0,MUL,Sine,$Sine,25,,,,,,,
0,FLOOR,Sine,$Sine,,,,,,,,
0,MUL,X,$I,15,,,,,,,
0,ADD,X,$X,634,,,,,,,
0,SET,Y,241,,,,,,,,
0,ADD,H,50,$Sine,,,,,,,
0,BoneV,$X,$Y,$H,2,900,0,,,,
0,ADD,Y,$Y,$H,,,,,,,
0,ADD,Y,$Y,20,,,,,,,
0,SUB,H,376,$Y,,,,,,,
0,BoneV,$X,$Y,$H,2,900,0,,,,
0,ADD,I,$I,1,,,,,,,
0.05,JMPL,110,$I,124,,,,,,,
2,HeartMaxFallSpeed,0,,,,,,,,,
1,bonev,700,241,40,2,500,0,,,,
0,bonev,700,291,85,2,500,0,,,,
0,bonev,715,241,40,2,500,0,,,,
0,bonev,715,291,85,2,500,0,,,,
0,bonev,730,241,40,2,500,0,,,,
0,bonev,730,291,85,2,500,0,,,,
0,bonev,745,241,40,2,500,0,,,,
0,bonev,745,291,85,2,500,0,,,,
0,bonev,760,241,40,2,500,0,,,,
0,bonev,760,291,85,2,500,0,,,,
0,bonev,775,241,40,2,500,0,,,,
0,bonev,775,291,85,2,500,0,,,,
0,bonev,790,241,40,2,500,0,,,,
0,bonev,790,291,85,2,500,0,,,,
0,bonev,805,241,40,2,500,0,,,,
0,bonev,805,291,85,2,500,0,,,,
0,bonev,820,241,40,2,500,0,,,,
0,bonev,820,291,85,2,500,0,,,,
0,bonev,835,241,40,2,500,0,,,,
0,bonev,835,291,85,2,500,0,,,,
0,bonev,850,241,40,2,500,0,,,,
0,bonev,850,291,85,2,500,0,,,,
0,bonev,865,241,40,2,500,0,,,,
0,bonev,865,291,85,2,500,0,,,,
0,bonev,880,241,40,2,500,0,,,,
0,bonev,880,291,85,2,500,0,,,,
0,bonev,895,241,40,2,500,0,,,,
0,bonev,895,291,85,2,500,0,,,,
0,bonev,910,241,40,2,500,0,,,,
0,bonev,910,291,85,2,500,0,,,,
0,bonev,925,241,40,2,500,0,,,,
0,bonev,925,291,85,2,500,0,,,,
0,bonev,940,241,40,2,500,0,,,,
0,bonev,940,291,85,2,500,0,,,,
0,bonev,955,241,40,2,500,0,,,,
0,bonev,955,291,85,2,500,0,,,,
0,bonev,970,241,40,2,500,0,,,,
0,bonev,970,291,85,2,500,0,,,,
0,bonev,985,241,40,2,500,0,,,,
0,bonev,985,291,85,2,500,0,,,,
0,bonev,1000,241,40,2,500,0,,,,
0,bonev,1000,291,85,2,500,0,,,,
2,bonev,700,241,85,2,500,0,,,,
0,bonev,700,336,40,2,500,0,,,,
0,bonev,715,241,85,2,500,0,,,,
0,bonev,715,336,40,2,500,0,,,,
0,bonev,730,241,85,2,500,0,,,,
0,bonev,730,336,40,2,500,0,,,,
0,bonev,745,241,85,2,500,0,,,,
0,bonev,745,336,40,2,500,0,,,,
0,bonev,760,241,85,2,500,0,,,,
0,bonev,760,336,40,2,500,0,,,,
0,bonev,775,241,85,2,500,0,,,,
0,bonev,775,336,40,2,500,0,,,,
0,bonev,790,241,85,2,500,0,,,,
0,bonev,790,336,40,2,500,0,,,,
0,bonev,805,241,85,2,500,0,,,,
0,bonev,805,336,40,2,500,0,,,,
0,bonev,820,241,85,2,500,0,,,,
0,bonev,820,336,40,2,500,0,,,,
0,bonev,835,241,85,2,500,0,,,,
0,bonev,835,336,40,2,500,0,,,,
0,bonev,850,241,85,2,500,0,,,,
0,bonev,850,336,40,2,500,0,,,,
0,bonev,865,241,85,2,500,0,,,,
0,bonev,865,336,40,2,500,0,,,,
0,bonev,880,241,85,2,500,0,,,,
0,bonev,880,336,40,2,500,0,,,,
0,bonev,895,241,85,2,500,0,,,,
0,bonev,895,336,40,2,500,0,,,,
0,bonev,910,241,85,2,500,0,,,,
0,bonev,910,336,40,2,500,0,,,,
0,bonev,925,241,85,2,500,0,,,,
0,bonev,925,336,40,2,500,0,,,,
0,bonev,940,241,85,2,500,0,,,,
0,bonev,940,336,40,2,500,0,,,,
0,bonev,955,241,85,2,500,0,,,,
0,bonev,955,336,40,2,500,0,,,,
0,bonev,970,241,85,2,500,0,,,,
0,bonev,970,336,40,2,500,0,,,,
0,bonev,985,241,85,2,500,0,,,,
0,bonev,985,336,40,2,500,0,,,,
0,bonev,1000,241,85,2,500,0,,,,
0,bonev,1000,336,40,2,500,0,,,,
2.5,HeartMaxFallSpeed,700,,,,,,,,,
0,SansEndRepeat,,,,,,,,,,
0,SansHead,Default,,,,,,,,,
0,SansBody,HandDown,,,,,,,,,
0,SansSlam,1,,,,,,,,,
0.5,bonev,700,371,5,2,900,0,,,,
0,bonev,750,366,10,2,900,0,,,,
0,bonev,800,361,15,2,900,0,,,,
0,bonev,850,356,20,2,900,0,,,,
0,bonev,900,351,25,2,900,0,,,,
0,bonev,950,346,30,2,900,0,,,,
0,bonev,1000,341,35,2,900,0,,,,
0,bonev,1050,336,40,2,900,0,,,,
0,bonev,1100,331,45,2,900,0,,,,
0,bonev,1150,326,50,2,900,0,,,,
0,bonev,1200,321,55,2,900,0,,,,
0,bonev,1250,316,60,2,900,0,,,,
0,bonev,1300,311,65,2,900,0,,,,
0,bonev,1350,306,70,2,900,0,,,,
0,bonev,1400,301,75,2,900,0,,,,
0,bonev,1450,296,80,2,900,0,,,,
0,bonev,1500,291,85,2,900,0,,,,
0,bonev,1550,286,90,2,900,0,,,,
0,bonev,1600,281,95,2,900,0,,,,
0,bonev,1650,276,100,2,900,0,,,,
0,bonev,1700,271,105,2,900,0,,,,
0,bonev,1750,266,110,2,900,0,,,,
0,bonev,1800,261,115,2,900,0,,,,
0,bonev,1850,256,120,2,900,0,,,,
0,bonev,1900,254,123,2,900,0,,,,
1,SansBody,HandUP,,,,,,,,,
0,SansSlam,3,,,,,,,,,
1,bonev,700,241,5,2,900,0,,,,
0,bonev,750,241,10,2,900,0,,,,
0,bonev,800,241,15,2,900,0,,,,
0,bonev,850,241,20,2,900,0,,,,
0,bonev,900,241,25,2,900,0,,,,
0,bonev,950,241,30,2,900,0,,,,
0,bonev,1000,241,35,2,900,0,,,,
0,bonev,1050,241,40,2,900,0,,,,
0,bonev,1100,241,45,2,900,0,,,,
0,bonev,1150,241,50,2,900,0,,,,
0,bonev,1200,241,55,2,900,0,,,,
0,bonev,1250,241,60,2,900,0,,,,
0,bonev,1300,241,65,2,900,0,,,,
0,bonev,1350,241,70,2,900,0,,,,
0,bonev,1400,241,75,2,900,0,,,,
0,bonev,1450,241,80,2,900,0,,,,
0,bonev,1500,241,85,2,900,0,,,,
0,bonev,1550,241,90,2,900,0,,,,
0,bonev,1600,241,95,2,900,0,,,,
0,bonev,1650,241,100,2,900,0,,,,
0,bonev,1700,241,105,2,900,0,,,,
0,bonev,1750,241,110,2,900,0,,,,
0,bonev,1800,241,115,2,900,0,,,,
0,bonev,1850,241,120,2,900,0,,,,
0,bonev,1900,241,123,2,900,0,,,,
1,SansBody,HandDown,,,,,,,,,
0,SansSlam,1,,,,,,,,,
1,bonev,700,371,5,2,900,0,,,,
0,bonev,750,366,10,2,900,0,,,,
0,bonev,800,361,15,2,900,0,,,,
0,bonev,850,356,20,2,900,0,,,,
0,bonev,900,351,25,2,900,0,,,,
0,bonev,950,346,30,2,900,0,,,,
0,bonev,1000,341,35,2,900,0,,,,
0,bonev,1050,336,40,2,900,0,,,,
0,bonev,1100,331,45,2,900,0,,,,
0,bonev,1150,326,50,2,900,0,,,,
0,bonev,1200,321,55,2,900,0,,,,
0,bonev,1250,316,60,2,900,0,,,,
0,bonev,700,241,5,2,900,0,,,,
0,bonev,750,241,10,2,900,0,,,,
0,bonev,800,241,15,2,900,0,,,,
0,bonev,850,241,20,2,900,0,,,,
0,bonev,900,241,25,2,900,0,,,,
0,bonev,950,241,30,2,900,0,,,,
0,bonev,1000,241,35,2,900,0,,,,
0,bonev,1050,241,40,2,900,0,,,,
0,bonev,1100,241,45,2,900,0,,,,
0,bonev,1150,241,50,2,900,0,,,,
0,bonev,1200,241,55,2,900,0,,,,
0,bonev,1250,241,60,2,900,0,,,,
0,CombatZoneResize,-10,236,610,381,,,,,,
0,CombatZoneSpeed,900,,,,,,,,,
0,SansEndRepeat,,,,,,,,,,
0,SansBody,HandRight,,,,,,,,,
0,HeartMaxFallSpeed,700,,,,,,,,,
0,sansslam,0,,,,,,,,,
0.2,BoneStab,0,50,1,2,,,,,,
1,sound,ding,,,,,,,,,
0,heartmode,1,,,,,,,,,
0,platform,535,281,20,,,,,,,
0,gasterblaster,2,600,321,590,321,180,0,1,0,0
0,gasterblaster,1,600,241,590,241,180,0,1,0,0
0,gasterblaster,2,485,451,495,451,-90,0,1,0,0
1.8,BlackScreen,1,,,,,,,,,
0,sound,flash,,,,,,,,,
0,CombatZoneResizeinstant,241,226,406,391,,,,,,
0,heartmode,0,,,,,,,,,
0,sanstorso,Default,,,,,,,,,
0,SansAnimation,Idle,,,,,,,,,
0,SansX,320,,,,,,,,,
0,HeartTeleport,320,304,,,,,,,,
0,gasterblaster,2,271,166,271,166,90,1,1,0,0
0,gasterblaster,2,301,166,301,166,90,1,1,0,0
0,gasterblaster,2,321,166,321,166,90,1,1,0,0
0,gasterblaster,2,166,256,166,256,0,1,1,0,0
0,gasterblaster,2,166,276,166,276,0,1,1,0,0
0,gasterblaster,2,166,296,166,296,0,1,1,0,0
0,gasterblaster,2,166,316,166,316,0,1,1,0,0
0,gasterblaster,0,396,166,396,166,90,1,1,0,0
0.1,BlackScreen,0,,,,,,,,,
0,sound,flash,,,,,,,,,
0.5,SansBody,HandDown,,,,,,,,,
0,sansslam,1,,,,,,,,,
0,BoneStab,1,15,0.4,0.2,,,,,,
1.8,BlackScreen,1,,,,,,,,,
0,sound,flash,,,,,,,,,
0,SansAnimation,Idle,,,,,,,,,
0,sansslam,2,,,,,,,,,
0,HeartTeleport,256,240,,,,,,,,
0,gasterblaster,1,256,166,256,166,90,1,1,0,0
0,gasterblaster,1,188,241,188,241,0,1,1,0,0
0,gasterblaster,2,341,144,341,144,90,1,1,0,0
0,gasterblaster,1,456,256,456,256,180,1,1,0,0
0,gasterblaster,2,486,346,486,346,180,1,1,0,0
0,gasterblaster,0,392,166,392,166,90,1,1,0,0
0.1,BlackScreen,0,,,,,,,,,
0,sound,flash,,,,,,,,,
0.5,heartmode,0,,,,,,,,,
0,sound,ding,,,,,,,,,
2,BlackScreen,1,,,,,,,,,
0,sound,flash,,,,,,,,,
0,sansslam,0,,,,,,,,,
0,HeartTeleport,381,320,,,,,,,,
0,gasterblaster,1,381,166,381,166,90,1,1.5,0,0
0,gasterblaster,2,144,256,144,256,0,1.2,1.2,0,0
0,gasterblaster,2,144,276,144,276,0,1.2,1.2,0,0
0,gasterblaster,2,144,296,144,296,0,1.2,1.2,0,0
0,gasterblaster,2,144,316,144,316,0,1.2,1.2,0,0
0,gasterblaster,2,276,144,276,144,90,1.5,1,0,0
0,SansX,320,,,,,,,,,
0.1,BlackScreen,0,,,,,,,,,
0,sound,flash,,,,,,,,,
0.8,heartmode,0,,,,,,,,,
0,sound,ding,,,,,,,,,
2,SET,gt,0,,,,,,,,
0,SET,gin,1,,,,,,,,
0,MUL,Ang,$gt,-6,,,,,,,
0,COS,X,$Ang,,,,,,,,
0,SIN,Y,$Ang,,,,,,,,
0,MUL,EndX,$X,200,,,,,,,
0,MUL,EndY,$Y,200,,,,,,,
0,MUL,X,$EndX,3,,,,,,,
0,MUL,Y,$EndY,3,,,,,,,
0,ADD,X,$X,325,,,,,,,
0,ADD,Y,$Y,306,,,,,,,
0,ADD,EndX,$EndX,325,,,,,,,
0,ADD,EndY,$EndY,306,,,,,,,
0,ADD,Ang,$Ang,180,,,,,,,
0,GasterBlaster,0,$X,$Y,$EndX,$EndY,$Ang,1,0,0,0
0,ADD,gt,$gt,$gin,,,,,,,
0,JMPNL,376,$gin,2.7,,,,,,,
0,ADD,gin,$gin,0.015,,,,,,,
0.06666,JMPL,360,$gt,120,,,,,,,
0,SET,gt,0,,,,,,,,
0,SET,gin,1,,,,,,,,
0,MUL,Ang,$gt,-6,,,,,,,
0,COS,X,$Ang,,,,,,,,
0,SIN,Y,$Ang,,,,,,,,
0,MUL,EndX,$X,200,,,,,,,
0,MUL,EndY,$Y,200,,,,,,,
0,MUL,X,$EndX,3,,,,,,,
0,MUL,Y,$EndY,3,,,,,,,
0,ADD,Ang2,$Ang,-90,,,,,,,
0,COS,X2,$Ang2,,,,,,,,
0,SIN,Y2,$Ang2,,,,,,,,
0,MUL,EndX2,$X2,200,,,,,,,
0,MUL,EndY2,$Y2,200,,,,,,,
0,MUL,X2,$EndX2,3,,,,,,,
0,MUL,Y2,$EndY2,3,,,,,,,
0,ADD,X,$X,325,,,,,,,
0,ADD,Y,$Y,306,,,,,,,
0,ADD,EndX,$EndX,325,,,,,,,
0,ADD,EndY,$EndY,306,,,,,,,
0,ADD,X2,$X2,325,,,,,,,
0,ADD,Y2,$Y2,306,,,,,,,
0,ADD,EndX2,$EndX2,325,,,,,,,
0,ADD,EndY2,$EndY2,306,,,,,,,
0,ADD,Ang2,$Ang2,180,,,,,,,
0,ADD,Ang,$Ang,180,,,,,,,
0,GasterBlaster,0,$X,$Y,$EndX,$EndY,$Ang,1,0,0,0
0,GasterBlaster,0,$X2,$Y2,$EndX2,$EndY2,$Ang2,1,0,0,0
0,ADD,gt,$gt,$gin,,,,,,,
0,JMPNL,408,$gin,2.5,,,,,,,
0,ADD,gin,$gin,0.015,,,,,,,
0.06666,JMPL,379,$gt,121,,,,,,,
0,SET,gt,0,,,,,,,,
0,SET,gin,1,,,,,,,,
0,MUL,Ang,$gt,-6,,,,,,,
0,COS,X,$Ang,,,,,,,,
0,SIN,Y,$Ang,,,,,,,,
0,MUL,EndX,$X,200,,,,,,,
0,MUL,EndY,$Y,200,,,,,,,
0,MUL,X,$EndX,3,,,,,,,
0,MUL,Y,$EndY,3,,,,,,,
0,ADD,Ang2,$Ang,-90,,,,,,,
0,COS,X2,$Ang2,,,,,,,,
0,SIN,Y2,$Ang2,,,,,,,,
0,MUL,EndX2,$X2,200,,,,,,,
0,MUL,EndY2,$Y2,200,,,,,,,
0,MUL,X2,$EndX2,3,,,,,,,
0,MUL,Y2,$EndY2,3,,,,,,,
0,ADD,Ang3,$Ang,-45,,,,,,,
0,COS,X3,$Ang3,,,,,,,,
0,SIN,Y3,$Ang3,,,,,,,,
0,MUL,EndX3,$X3,200,,,,,,,
0,MUL,EndY3,$Y3,200,,,,,,,
0,MUL,X3,$EndX3,3,,,,,,,
0,MUL,Y3,$EndY3,3,,,,,,,
0,ADD,Ang4,$Ang,-135,,,,,,,
0,COS,X4,$Ang4,,,,,,,,
0,SIN,Y4,$Ang4,,,,,,,,
0,MUL,EndX4,$X4,200,,,,,,,
0,MUL,EndY4,$Y4,200,,,,,,,
0,MUL,X4,$EndX4,3,,,,,,,
0,MUL,Y4,$EndY4,3,,,,,,,
0,ADD,Ang5,$Ang,-180,,,,,,,
0,COS,X5,$Ang5,,,,,,,,
0,SIN,Y5,$Ang5,,,,,,,,
0,MUL,EndX5,$X5,200,,,,,,,
0,MUL,EndY5,$Y5,200,,,,,,,
0,MUL,X5,$EndX5,3,,,,,,,
0,MUL,Y5,$EndY5,3,,,,,,,
0,ADD,Ang6,$Ang,-275,,,,,,,
0,COS,X6,$Ang6,,,,,,,,
0,SIN,Y6,$Ang6,,,,,,,,
0,MUL,EndX6,$X6,200,,,,,,,
0,MUL,EndY6,$Y6,200,,,,,,,
0,MUL,X6,$EndX6,3,,,,,,,
0,MUL,Y6,$EndY6,3,,,,,,,
0,ADD,Ang7,$Ang,90,,,,,,,
0,COS,X7,$Ang7,,,,,,,,
0,SIN,Y7,$Ang7,,,,,,,,
0,MUL,EndX7,$X7,200,,,,,,,
0,MUL,EndY7,$Y7,200,,,,,,,
0,MUL,X7,$EndX7,3,,,,,,,
0,MUL,Y7,$EndY7,3,,,,,,,
0,ADD,Ang8,$Ang,-315,,,,,,,
0,COS,X8,$Ang8,,,,,,,,
0,SIN,Y8,$Ang8,,,,,,,,
0,MUL,EndX8,$X8,200,,,,,,,
0,MUL,EndY8,$Y8,200,,,,,,,
0,MUL,X8,$EndX8,3,,,,,,,
0,MUL,Y8,$EndY8,3,,,,,,,
0,ADD,X,$X,325,,,,,,,
0,ADD,Y,$Y,306,,,,,,,
0,ADD,EndX,$EndX,325,,,,,,,
0,ADD,EndY,$EndY,306,,,,,,,
0,ADD,X2,$X2,325,,,,,,,
0,ADD,Y2,$Y2,306,,,,,,,
0,ADD,EndX2,$EndX2,325,,,,,,,
0,ADD,EndY2,$EndY2,306,,,,,,,
0,ADD,X3,$X3,325,,,,,,,
0,ADD,Y3,$Y3,306,,,,,,,
0,ADD,EndX3,$EndX3,325,,,,,,,
0,ADD,EndY3,$EndY3,306,,,,,,,
0,ADD,X4,$X4,325,,,,,,,
0,ADD,Y4,$Y4,306,,,,,,,
0,ADD,EndX4,$EndX4,325,,,,,,,
0,ADD,EndY4,$EndY4,306,,,,,,,
0,ADD,X5,$X5,325,,,,,,,
0,ADD,Y5,$Y5,306,,,,,,,
0,ADD,EndX5,$EndX5,325,,,,,,,
0,ADD,EndY5,$EndY5,306,,,,,,,
0,ADD,X6,$X6,325,,,,,,,
0,ADD,Y6,$Y6,306,,,,,,,
0,ADD,EndX6,$EndX6,325,,,,,,,
0,ADD,EndY6,$EndY6,306,,,,,,,
0,ADD,X7,$X7,325,,,,,,,
0,ADD,Y7,$Y7,306,,,,,,,
0,ADD,EndX7,$EndX7,325,,,,,,,
0,ADD,EndY7,$EndY7,306,,,,,,,
0,ADD,X8,$X8,325,,,,,,,
0,ADD,Y8,$Y8,306,,,,,,,
0,ADD,EndX8,$EndX8,325,,,,,,,
0,ADD,EndY8,$EndY8,306,,,,,,,
0,ADD,Ang8,$Ang8,180,,,,,,,
0,ADD,Ang7,$Ang7,180,,,,,,,
0,ADD,Ang6,$Ang6,180,,,,,,,
0,ADD,Ang5,$Ang5,180,,,,,,,
0,ADD,Ang4,$Ang4,180,,,,,,,
0,ADD,Ang3,$Ang3,180,,,,,,,
0,ADD,Ang2,$Ang2,180,,,,,,,
0,ADD,Ang,$Ang,180,,,,,,,
0,GasterBlaster,0,$X,$Y,$EndX,$EndY,$Ang,1,0,0,0
0,GasterBlaster,0,$X2,$Y2,$EndX2,$EndY2,$Ang2,1,0,0,0
0,GasterBlaster,0,$X3,$Y3,$EndX3,$EndY3,$Ang3,1,0,0,0
0,GasterBlaster,0,$X4,$Y4,$EndX4,$EndY4,$Ang4,1,0,0,0
0,GasterBlaster,0,$X5,$Y5,$EndX5,$EndY5,$Ang5,1,0,0,0
0,GasterBlaster,0,$X6,$Y6,$EndX6,$EndY6,$Ang6,1,0,0,0
0,GasterBlaster,0,$X7,$Y7,$EndX7,$EndY7,$Ang7,1,0,0,0
0,GasterBlaster,0,$X8,$Y8,$EndX8,$EndY8,$Ang8,1,0,0,0
0,ADD,gt,$gt,$gin,,,,,,,
0,JMPNL,518,$gin,1.2,,,,,,,
0,ADD,gin,$gin,0.015,,,,,,,
0.099999,JMPL,411,$gt,363,,,,,,,
1.5,GasterBlaster,1,0,0,201,226,0,1,1,0,0
0,GasterBlaster,1,0,0,241,144,90,1,1,0,0
0,GasterBlaster,1,640,480,446,391,180,1,1,0,0
0,GasterBlaster,1,640,480,406,473,-90,1,1,0,0
1.8,CombatZoneResizeinstant,-10,-10,650,490,,,,,,
0,CombatZoneSpeed,900,,,,,,,,,
1.5,SET,gt,0,,,,,,0,,
0,SET,gin,1,,,,,,,,
0,SET,gt2,0,,,,,,,,
0,SET,gin2,1,,,,,,,,
0,GasterBlaster3,2,320,0,320,240,0,1,60,0,-0.5
0,GasterBlaster3,2,320,0,320,240,-15,1,60,1,-1.5
0,GasterBlaster3,2,320,0,320,240,0,1,60,2,-2.5
0,MUL,Ang2,$gt2,-15,,,,,,,
0,COS,X2,$Ang2,,,,,,,,
0,SIN,Y2,$Ang2,,,,,,,,
0,MUL,EndX2,$X2,300,,,,,,,
0,MUL,EndY2,$Y2,300,,,,,,,
0,MUL,X2,$EndX2,3,,,,,,,
0,MUL,Y2,$EndY2,3,,,,,,,
0,ADD,X2,$X2,320,,,,,,,
0,ADD,Y2,$Y2,240,,,,,,,
0,ADD,EndX2,$EndX2,320,,,,,,,
0,ADD,EndY2,$EndY2,240,,,,,,,
0,ADD,Ang3,$Ang2,-30,,,,,,,
0,COS,X3,$Ang3,,,,,,,,
0,SIN,Y3,$Ang3,,,,,,,,
0,MUL,EndX3,$X3,300,,,,,,,
0,MUL,EndY3,$Y3,300,,,,,,,
0,MUL,X3,$EndX3,3,,,,,,,
0,MUL,Y3,$EndY3,3,,,,,,,
0,ADD,X3,$X3,320,,,,,,,
0,ADD,Y3,$Y3,240,,,,,,,
0,ADD,EndX3,$EndX3,320,,,,,,,
0,ADD,EndY3,$EndY3,240,,,,,,,
0,ADD,Ang4,$Ang2,-60,,,,,,,
0,COS,X4,$Ang4,,,,,,,,
0,SIN,Y4,$Ang4,,,,,,,,
0,MUL,EndX4,$X4,300,,,,,,,
0,MUL,EndY4,$Y4,300,,,,,,,
0,MUL,X4,$EndX4,3,,,,,,,
0,MUL,Y4,$EndY4,3,,,,,,,
0,ADD,X4,$X4,320,,,,,,,
0,ADD,Y4,$Y4,240,,,,,,,
0,ADD,EndX4,$EndX4,320,,,,,,,
0,ADD,EndY4,$EndY4,240,,,,,,,
0,ADD,Ang5,$Ang2,-90,,,,,,,
0,COS,X5,$Ang5,,,,,,,,
0,SIN,Y5,$Ang5,,,,,,,,
0,MUL,EndX5,$X5,300,,,,,,,
0,MUL,EndY5,$Y5,300,,,,,,,
0,MUL,X5,$EndX5,3,,,,,,,
0,MUL,Y5,$EndY5,3,,,,,,,
0,ADD,X5,$X5,320,,,,,,,
0,ADD,Y5,$Y5,240,,,,,,,
0,ADD,EndX5,$EndX5,320,,,,,,,
0,ADD,EndY5,$EndY5,240,,,,,,,
0,ADD,Ang6,$Ang2,-120,,,,,,,
0,COS,X6,$Ang6,,,,,,,,
0,SIN,Y6,$Ang6,,,,,,,,
0,MUL,EndX6,$X6,300,,,,,,,
0,MUL,EndY6,$Y6,300,,,,,,,
0,MUL,X6,$EndX6,3,,,,,,,
0,MUL,Y6,$EndY6,3,,,,,,,
0,ADD,X6,$X6,320,,,,,,,
0,ADD,Y6,$Y6,240,,,,,,,
0,ADD,EndX6,$EndX6,320,,,,,,,
0,ADD,EndY6,$EndY6,240,,,,,,,
0,ADD,Ang7,$Ang2,-150,,,,,,,
0,COS,X7,$Ang7,,,,,,,,
0,SIN,Y7,$Ang7,,,,,,,,
