0,GasterBlaster,1,640,480,449,366,180,0.333,0.26666
0,GasterBlaster,1,640,0,449,176,135,0.333,0.26666
0.9,JMPABS,RndAttack,,,,,,,
0,:Attack8,,,,,,,,
0,GasterBlaster,1,0,0,189,246,0,0.333,0.26666
0,GasterBlaster,1,0,0,259,166,90,0.333,0.26666
0,GasterBlaster,1,640,480,449,436,225,0.333,0.26666
0,GasterBlaster,1,0,480,189,436,315,0.333,0.26666
0.9,JMPABS,RndAttack,,,,,,,
0,:Attack9,,,,,,,,
0,GasterBlaster,1,0,0,259,166,90,0.333,0.26666
0,GasterBlaster,1,640,480,449,366,180,0.333,0.26666
0,GasterBlaster,1,0,0,189,176,45,0.333,0.26666
0.9,JMPABS,RndAttack,,,,,,,
0,:Attack10,,,,,,,,
0,GasterBlaster,1,0,0,259,166,90,0.333,0.26666
0,GasterBlaster,1,640,480,449,366,180,0.333,0.26666
0,GasterBlaster,1,640,0,449,176,135,0.333,0.26666
0.9,JMPABS,RndAttack,,,,,,,
0,:Attack11,,,,,,,,
0,GasterBlaster,1,0,0,189,176,45,0.333,0.26666
0,GasterBlaster,1,0,0,189,246,0,0.333,0.26666
0,GasterBlaster,1,0,0,259,166,90,0.333,0.26666
0,GasterBlaster,1,640,480,449,366,180,0.333,0.26666
0.9,JMPABS,RndAttack,,,,,,,
0,:Attack12,,,,,,,,
0,GasterBlaster,1,640,480,449,366,180,0.333,0.26666
0,GasterBlaster,1,640,480,449,436,225,0.333,0.26666
0,GasterBlaster,1,640,480,379,446,270,0.333,0.26666
0,GasterBlaster,1,0,0,259,166,90,0.333,0.26666
0.9,JMPABS,RndAttack,,,,,,,
0,:Attack13,,,,,,,,
0,GasterBlaster,1,0,240,139,306,0,0.333,0.26666
0,GasterBlaster,1,640,240,499,306,180,0.333,0.26666
0,GasterBlaster,1,0,0,259,166,90,0.333,0.26666
0,GasterBlaster,1,640,480,379,446,270,0.333,0.26666
0.9,JMPABS,RndAttack,,,,,,,
0,:Attack14,,,,,,,,
0,GasterBlaster,1,0,240,139,306,0,0.333,0.26666
0,GasterBlaster,1,640,240,499,306,180,0.333,0.26666
0,GasterBlaster,1,0,0,189,176,45,0.333,0.26666
0,GasterBlaster,1,640,0,449,176,135,0.333,0.26666
0,GasterBlaster,1,640,480,449,436,225,0.333,0.26666
0,GasterBlaster,1,0,480,189,436,315,0.333,0.26666
0.9,JMPABS,RndAttack,,,,,,,
0,:Attack15,,,,,,,,
0,GasterBlaster,2,0,240,139,306,0,0.333,0.26666
0,GasterBlaster,2,640,240,499,306,180,0.333,0.26666
0.9,JMPABS,RndAttack,,,,,,,
0,:End2,,,,,,,,
1,JMPABS,End,,,,,,,
0,:NO3,,,,,,,,
0,CombatZoneResize,241,226,406,391,TLResume,,,
0,HeartTeleport,320,304,,,,,,
0,HeartMode,0,,,,,,,
0,TLPause,,,,,,,,
0,SET,loop2,8,,,,,,
0,SUB,loop2,$loop2,1,,,,,
0,SET,gu,40,,,,,,30
0,SET,X,286,,,,,,276
0,SET,XX,301,,,,,,291
0,SET,guuu,100,,,,,,110
0,RND,jia,71,,,,,,86
0,ADD,gu,$gu,$jia,,,,,
0,ADD,X,$X,$jia,,,,,
0,ADD,XX,$XX,$jia,,,,,
0,SUB,guuu,$guuu,$jia,,,,,
0,SET,GU,40,,,,,,30
0,SET,Y,271,,,,,,261
0,SET,YY,286,,,,,,276
0,SET,GUU,100,,,,,,110
0,RND,JIA,71,,,,,,86
0,ADD,GU,$GU,$JIA,,,,,
0,ADD,Y,$Y,$JIA,,,,,
0,ADD,YY,$YY,$JIA,,,,,
0,SUB,GUU,$GUU,$JIA,,,,,
0,RND,Jump2,2,,,,,,
0,ADD,Jump2,$Jump2,1,,,,,
0,JMPREL,$Jump2,,,,,,,
0,JMPABS,Attack16,,,,,,,
0,JMPABS,Attack17,,,,,,,
0,:Attack16,,,,,,,,
0,boneh,246,216,$gu,1,70,,,
0,boneh,$X,216,15,1,70,1,,
0,boneh,$XX,216,$guuu,1,70,,,
0,bonev,231,231,$GU,0,70,,,
0,bonev,231,$Y,15,0,70,1,,
0,bonev,231,$YY,$GUU,0,70,,,
1.5,boneh,246,401,$gu,3,380,,,
0,boneh,$X,401,15,3,380,1,,
0,boneh,$XX,401,$guuu,3,380,,,
0,bonev,416,231,$GU,2,380,,,
0,bonev,416,$Y,15,2,380,1,,
0,bonev,416,$YY,$GUU,2,380,,,
0,JMPABS,RndAttack3,,,,,,,
0,:Attack17,,,,,,,,
0,boneh,246,401,$gu,3,70,,,
0,boneh,$X,401,15,3,70,1,,
0,boneh,$XX,401,$guuu,3,70,,,
0,bonev,416,231,$GU,2,70,,,
0,bonev,416,$Y,15,2,70,1,,
0,bonev,416,$YY,$GUU,2,70,,,
1.5,boneh,246,216,$gu,1,380,,,
0,boneh,$X,216,15,1,380,1,,
0,boneh,$XX,216,$guuu,1,380,,,
0,bonev,231,231,$GU,0,380,,,
0,bonev,231,$Y,15,0,380,1,,
0,bonev,231,$YY,$GUU,0,380,,,
0,JMPABS,RndAttack3,,,,,,,
0,:RndAttack3,,,,,,,,
0,RND,Jumpp,2,,,,,,
0,ADD,Jumpp,$Jumpp,1,,,,,
0,JMPREL,$Jumpp,,,,,,,
0,JMPABS,Attack22,,,,,,,
0,JMPABS,Attack33,,,,,,,
0,:Attack22,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GetHeartPos,HeartXX,HeartYY,,,,,,
0,ADD,HeartYY,$HeartYY,100,,,,,
0,GetHeartPos,HeartXXX,HeartYYY,,,,,,
0,SUB,HeartXXX,$HeartXXX,100,,,,,
0,GetHeartPos,HeartXXXX,HeartYYYY,,,,,,
0,ADD,HeartXXXX,$HeartXXXX,100,,,,,
0,GasterBlaster,0,320,0,$HeartX,$HeartY,90,0.4,0.2
0,GasterBlaster,0,320,480,$HeartXX,$HeartYY,-90,0.4,0.2
0,GasterBlaster,0,0,240,$HeartXXX,$HeartYYY,0,0.4,0.2
0,GasterBlaster,0,640,240,$HeartXXXX,$HeartYYYY,180,0.4,0.2
0,JMPABS,RndAttack2,,,,,,,
0,:Attack33,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,100,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GetHeartPos,HeartXX,HeartYY,,,,,,
0,ADD,HeartXX,$HeartXX,100,,,,,
0,SUB,HeartYY,$HeartYY,100,,,,,
0,GetHeartPos,HeartXXX,HeartYYY,,,,,,
0,SUB,HeartXXX,$HeartXXX,100,,,,,
0,ADD,HeartYYY,$HeartYYY,100,,,,,
0,GetHeartPos,HeartXXXX,HeartYYYY,,,,,,
0,ADD,HeartXXXX,$HeartXXXX,100,,,,,
0,ADD,HeartYYYY,$HeartYYYY,100,,,,,
0,GasterBlaster,0,0,0,$HeartX,$HeartY,45,0.4,0.2
0,GasterBlaster,0,640,0,$HeartXX,$HeartYY,135,0.4,0.2
0,GasterBlaster,0,0,480,$HeartXXX,$HeartYYY,-45,0.4,0.2
0,GasterBlaster,0,640,480,$HeartXXXX,$HeartYYYY,-135,0.4,0.2
0,JMPABS,RndAttack2,,,,,,,
0,:RndAttack2,,,,,,,,
2.5,JMPNZ,180,$loop2,,,,,,
0,JMPABS,End,,,,,,,
0,:End,,,,,,,,
0,DamagePlayer,-15,1,,,,,,
0,EndAttack,,,,,,,,
